Regiao - Sigla;Estado - Sigla;Municipio;Revenda;CNPJ da Revenda;Nome da Rua;Numero Rua;Complemento;Bairro;Cep;Produto;Data da Coleta;Valor de Venda;Valor de Compra;Unidade de Medida;Bandeira
N;PA;BELEM;J C LOPES BAIA; 26.968.756/0001-12;TRAVESSA DOS BERREDOS;112 A;;PONTA GROSSA (ICOARACI);66812-440;GLP;20/04/2026;115;;R$ / 13 kg;NACIONAL GÁS BUTANO
NE;PE;GOIANA;JC GAS LTDA; 27.115.346/0001-91;AVENIDA ANDRE VIDAL DE NEGREIROS;81;LETRA B;CENTRO;55900-000;GLP;23/04/2026;95;;R$ / 13 kg;BAHIANA
CO;GO;APARECIDA DE GOIANIA;ROGERIO E WANDER LTDA; 26.457.186/0001-04;AVENIDA CURUSSA;SN;QUADRA24                  LOTE  01;CARDOSO;74933-077;GLP;21/04/2026;110;;R$ / 13 kg;BRANCA
N;RO;PORTO VELHO;QUEIROZ DISTRIBUIDORA E CONVENIÊNCIA EIRELI - ME; 22.642.962/0001-87;AVENIDA PINHEIRO MACHADO;1941;;SÃO CRISTÓVÃO;76804-047;GLP;23/04/2026;110;;R$ / 13 kg;BRANCA
NE;BA;JACOBINA;JOSE BARBOSA LEAL FILHO LTDA; 00.597.744/0011-07;RUA JOAQUIM FONSECA;100;QUADRA E LOTEAM VALOI LOTES 5/6;NAZARE;44700-000;GLP;20/04/2026;139;;R$ / 13 kg;NACIONAL GÁS BUTANO
CO;GO;AGUAS LINDAS DE GOIAS;R F DA SILVA COMERCIO DE GAS LTDA; 27.304.873/0001-44;QUADRA QUADRA 3;SN;LOTE  01;CONDOMINIO RESIDENCIAL EMBAIXADOR;72917-146;GLP;20/04/2026;102,99;;R$ / 13 kg;ULTRAGAZ
NE;PI;PICOS;FACILITE GAS LTDA; 27.112.369/0001-42;RUA SAO SEBASTIAO;1668;;CANTO DA VARZEA;64600-156;GLP;24/04/2026;115;;R$ / 13 kg;NACIONAL GÁS BUTANO
N;PA;MARABA;DISTRIBUIDORA DE GAS GUINHAZI LTDA; 27.052.610/0001-95;RUA ARACAJU;SN;QUADRA71                  LOTE  07;BELO HORIZONTE;68503-190;GLP;22/04/2026;120;;R$ / 13 kg;NACIONAL GÁS BUTANO
S;PR;SANTO ANTONIO DA PLATINA;LEANDRO DE SOUZA MACEDO GAS; 27.192.966/0001-24;RUA JUVENAL RIBEIRO ROSA;40;;VILA SAO JOSE;86430-000;GLP;20/04/2026;115;;R$ / 13 kg;BRANCA
SE;MG;GOVERNADOR VALADARES;BRENO AGOSTINHO MILAGRES SILVEIRA 05550717662; 21.795.019/0001-41;AVENIDA PECUARISTA CARLOS MACHADO RANGEL;426;LETRA A;CASTANHEIRAS;35054-797;GLP;23/04/2026;127;;R$ / 13 kg;COPA ENERGIA
SE;MG;PARA DE MINAS;SUPERMERCADO PANELINHA LTDA; 13.876.911/0003-90;RUA MONTES CLAROS;315;;SANTOS DUMONT;35660-332;GLP;23/04/2026;110;;R$ / 13 kg;ULTRAGAZ
NE;BA;ALAGOINHAS;J.V.J COMERCIO DE GAS LTDA; 22.624.755/0003-61;RUA PADRE  GODINHO;SN;;SANTA TEREZINHA;48011-320;GLP;23/04/2026;123;;R$ / 13 kg;BAHIANA
CO;DF;BRASILIA;DISK GAS DA ANA LTDA; 27.189.412/0001-78;QUADRA QNM 7 CONJUNTO J LOTE;48;;CEILANDIA SUL (CEILANDIA);72215-070;GLP;23/04/2026;104,99;;R$ / 13 kg;SUPERGASBRAS ENERGIA
SE;MG;PATROCINIO;DISK CERVEJA EIRELI ME; 17.791.813/0001-40;AVENIDA FARIA PEREIRA;3440;;MARCIANO BRANDAO;34742-224;GLP;22/04/2026;108;;R$ / 13 kg;BRANCA
N;RR;BOA VISTA;J J GOMES DE SOUSA; 26.981.317/0001-40;RUA   FLAMBOIAN;903;;JARDIM PRIMAVERA;69314-184;GLP;20/04/2026;135;;R$ / 13 kg;AMAZONGÁS
CO;GO;AGUAS LINDAS DE GOIAS;ESPEDITO ALDIR DA PONTE; 22.998.081/0001-01;RUA 21 QUADRA 41 LOTE 1 SALA 2;SN;;JARDIM DA BARRAGEM II;72915-970;GLP;20/04/2026;115;;R$ / 13 kg;BRANCA
SE;MG;BETIM;ANDERSON AUGUSTO COSTA; 27.414.236/0001-20;RUA PARAUNA;436;;JARDIM DAS ALTEROSAS - 2A SECAO;32673-086;GLP;23/04/2026;120;;R$ / 13 kg;COPA ENERGIA
S;RS;GRAVATAI;COMERCIAL DE GAS E AGUA MINERAL PARQUE DOS EUCALIPTOS LTDA; 24.857.673/0001-20;RUA MARECHAL FLORIANO;213;;PARQUE DOS EUCALIPTOS;94130-430;GLP;23/04/2026;105;;R$ / 13 kg;NACIONAL GÁS BUTANO
SE;SP;CUBATAO;DISTRIBUIDORA DE GAS UNIAO DE CUBATAO EIRELI ME; 27.460.122/0001-17;RUA ARMANDO DE SALLES OLIVEIRA;507;;VILA COUTO;11500-010;GLP;20/04/2026;116,99;;R$ / 13 kg;CONSIGAZ
S;RS;CACHOEIRA DO SUL;LUIS CARLOS MARQUES ANTUNES; 12.416.948/0001-01;AVENIDA BRASIL;1994;;MARINA;96505-000;GLP;22/04/2026;115;;R$ / 13 kg;LIQUIGÁS
SE;SP;MOGI GUACU;DEPOSITO DE GAS SILVA LTDA.; 27.739.177/0001-60;AVENIDA WASHINGTON LUIZ;1106;;VILA SAO CARLOS;13847-120;GLP;23/04/2026;120;;R$ / 13 kg;SUPERGASBRAS ENERGIA
N;PA;ALTAMIRA;ITAITUBA COMERCIO DE GAS LTDA; 08.367.558/0004-64;AVENIDA BRIGADEIRO EDUARDO GOMES;3355;LOTE  4 E 5;ESPLANADA DO XINGU;68372-005;GLP;22/04/2026;140;;R$ / 13 kg;LIQUIGÁS
SE;SP;CARAGUATATUBA;LUCIANA VALE DE PAULA; 24.523.898/0001-40;AVENIDA JOSÉ HERCULANO;4635;;PRAIA DAS PALMEIRAS;11666-000;GLP;23/04/2026;110;;R$ / 13 kg;LIQUIGÁS
SE;RJ;SAO JOAO DE MERITI;K. L. MERITI COMERCIO DE GAS E TRANSPORTES LTDA; 27.732.095/0001-94;RUA TURMALINAS;S/N;LOTE  6                   QUADRA50;COELHO DA ROCHA;25550-551;GLP;20/04/2026;97;;R$ / 13 kg;BRANCA
NE;BA;JAGUAQUARA;TRS REVENDEDORA DE GAS LTDA; 27.816.978/0001-82;AVENIDA ITIRUCU;1352;;ENTRONCAMENTO;45345-000;GLP;22/04/2026;100;;R$ / 13 kg;COPA ENERGIA
SE;SP;POA;MF-X DISTRIBUIDORA DE GAS LTDA; 26.502.729/0001-50;RUA CAPITAO MOURA;375;;BIRITIBA;08560-570;GLP;21/04/2026;109,99;;R$ / 13 kg;SUPERGASBRAS ENERGIA
N;TO;PORTO NACIONAL;NEURY PRAZER EIRELI ME; 27.768.023/0001-05;RUA SALMERON AMARAL BRITO;2913;;VILA NOVA;77500-000;GLP;23/04/2026;130;;R$ / 13 kg;NACIONAL GÁS BUTANO
CO;GO;GOIANIA;DISTRIBUIDORA MAUGE EIRELI; 27.572.960/0001-82;RUA SR 17;16;QUADRA3-B                 LOTE  11;PARQUE SANTA RITA;74393-580;GLP;20/04/2026;114;;R$ / 13 kg;BRANCA
SE;SP;MOGI MIRIM;METALSOLDAS COMERCIO DE EQUIPAMENTOS LTDA; 02.813.955/0001-93;RUA RIO DE JANEIRO;230;;SAUDE;13800-470;GLP;22/04/2026;123;;R$ / 13 kg;BRANCA
NE;BA;ILHEUS;LC COMERCIO VAREJISTA DE GAS EIRELI; 26.701.353/0001-02;AVENIDA RAYMUNDO SA BARRETO;588;;JARDIM SAVOIA;45658-250;GLP;21/04/2026;134,99;;R$ / 13 kg;BAHIANA
SE;SP;SANTO ANDRE;LOURIVAL COMERCIO DE GAS LTDA ME; 26.754.387/0001-65;AVENIDA QUEIROZ  FILHO;3207;;JD MARACANÃ;09121-580;GLP;22/04/2026;124,99;;R$ / 13 kg;ULTRAGAZ
SE;MG;ARAXA;MARCUS VINICIUS DE AVILA CARNEIRO ME; 26.945.330/0001-43;AVENIDA JOÃO PAULO II;410;B;CENTRO;38183-000;GLP;23/04/2026;110;;R$ / 13 kg;ULTRAGAZ
SE;RJ;VALENCA;OUROGAS DE VALENÇA EIRELE ME; 26.184.843/0001-89;EST VALENCA PENTAGNA;4000;;OSORIO;27600-000;GLP;22/04/2026;102;;R$ / 13 kg;SUPERGASBRAS ENERGIA
SE;SP;GUARATINGUETA;B.R. BASSANELLI COMERCIO DE GAS EIRELI; 22.503.331/0001-87;AVENIDA   BASF;21;;ENGENHEIRO NEIVA;12521-130;GLP;22/04/2026;93;;R$ / 13 kg;SUPERGASBRAS ENERGIA
S;PR;CURITIBA;DISTRIBUIDORA DE BEBIDAS BACACHERI LTDA; 16.669.842/0001-70;ESTRADA GUILHERME WEIGERT;1105;;SANTA CANDIDA;82720-000;GLP;21/04/2026;105;;R$ / 13 kg;SUPERGASBRAS ENERGIA
S;PR;PARANAVAI;JOAO FABIO GOULART GAS E TRANSPORTE; 27.789.481/0001-12;AVENIDA HEITOR ALENCAR FURTADO;4413;LOTE  46A - REM-2-1       QUADRA0000;JARDIM PARAISO;87708-000;GLP;23/04/2026;104,99;;R$ / 13 kg;NACIONAL GÁS BUTANO
SE;SP;SAO PAULO;GABI - DEPOSITO DE GAS LTDA; 07.276.772/0001-08;RUA SATURNINO DE SOUSA;84;;VILA NHOCUNE;03561-090;GLP;21/04/2026;122;;R$ / 13 kg;ULTRAGAZ
SE;SP;ARACATUBA;L. C. LIMA DA SILVA GAS; 27.362.696/0001-52;RUA VITALINO MACHADO;174;;CONJUNTO HABITACIONAL HILDA MANDARINO;16012-510;GLP;20/04/2026;105;;R$ / 13 kg;BRANCA
SE;SP;ARACATUBA;UTILIGAS COMERCIO DE GAS E AGUA LTDA ME; 27.879.028/0001-05;AVENIDA JOÃO ARRUDA BRASIL;325;;SÃO JOAQUIM;16050-400;GLP;20/04/2026;115;;R$ / 13 kg;ULTRAGAZ
NE;RN;PARNAMIRIM;F L DA SILVA COMERCIO DE GAS LTDA; 23.700.550/0001-19;RUA   BANDEIRA JÚNIOR;2015;;BELA PARNAMIRIM;59142-675;GLP;23/04/2026;115;;R$ / 13 kg;MINASGAS
SE;SP;SAO JOSE DOS CAMPOS;WR FELICIANO COMERCIO E TRANSPORTE DE GAS E AGUA LTDA; 27.494.352/0001-05;RUA LOANDA;500;;CHACARAS REUNIDAS;12238-330;GLP;20/04/2026;99,99;;R$ / 13 kg;SUPERGASBRAS ENERGIA
N;PA;ALENQUER;M. B. DE MACEDO NETO COMERCIO E SERVICOS - ME; 10.846.669/0002-33;RUA MONTEIRO BENTES RESIDENCIAL LUIZ QUESADO;SN;LOTE 346 QUADRA 10;INDEPENDENCIA;68200-000;GLP;23/04/2026;115;;R$ / 13 kg;LIQUIGÁS
SE;RJ;ITAPERUNA;DISTRIBUIDORA CAIÇARA LTDA; 26.410.896/0001-70;ROD BR 356;S/N;LT 2,3,5 E 6 LOT CAIÇARA;MAL CASTELO BRANCO;28300-000;GLP;24/04/2026;110;;R$ / 13 kg;SUPERGASBRAS ENERGIA
SE;RJ;NOVA IGUACU;PS RODRIGUES COMERCIO VAREJISTA DE GAS LIQUEFEITO LTDA; 26.681.608/0001-12;ESTRADA MIGUEL COUTO;846;;MIGUEL COUTO;26070-269;GLP;20/04/2026;95;;R$ / 13 kg;SUPERGASBRAS ENERGIA
SE;SP;JACAREI;POSTO DE SERVICOS SAO JORGE SALVADOR LTDA.; 22.526.323/0001-56;AVENIDA SAO JORGE;17;;CIDADE SALVADOR;12312-000;GLP;20/04/2026;109,9;;R$ / 13 kg;BRANCA
SE;SP;EMBU DAS ARTES;VIVIANE PENTEADO LOPES DINIZ EPP; 02.071.502/0001-39;ESTRADA DE ITAPECERICA A CAMPO LIMPO;3124;;JARDIM DOM JOSÉ;06823-300;GLP;21/04/2026;125;;R$ / 13 kg;LIQUIGÁS
NE;PB;JOAO PESSOA;SULAMITA MARIA DO NASCIMENTO RODRIGUES LTDA; 27.817.791/0001-01;RUA MANOEL FRANCISCO DE MELO;242;;CUIA;58077-126;GLP;20/04/2026;105;;R$ / 13 kg;BAHIANA
SE;RJ;BELFORD ROXO;E.B.DA FONSECA COMERCIO DE GAS; 24.712.859/0001-91;ESTRADA CIRCULAR;SN;LOTE  18                  QUADRA11;CHACARA SANTO ANTONIO;26172-100;GLP;21/04/2026;95;;R$ / 13 kg;NACIONAL GÁS BUTANO
SE;SP;MAUA;BARAO DE MAUA COMERCIO DE GAS LTDA ME; 27.723.689/0001-39;AVENIDA BARÃO DE MAUÁ;4849;;JARDIM ITAPEVA;09330-150;GLP;22/04/2026;109,99;;R$ / 13 kg;LIQUIGÁS
CO;GO;TRINDADE;DEPOSITO SILVEIRA BUENO LTDA; 23.388.236/0001-42;RUA 7;174;QUADRA08                  LOTE  13                  SALA  02;SETOR MONTE SINAI;75393-000;GLP;22/04/2026;95;;R$ / 13 kg;BRANCA
SE;SP;HORTOLANDIA;RODRIGO AUGUSTO NOGUEIRA; 27.905.023/0001-00;AVENIDA SÃO  FRANCISCO DE ASSIS;1670;;VILA REAL;13183-090;GLP;23/04/2026;109,99;;R$ / 13 kg;ULTRAGAZ
SE;SP;PRAIA GRANDE;K G SANCHES COMERCIO DE GAS; 26.797.934/0001-90;AV DO TRABALHADOR;459;;SITIO DO CAMPO;11711-125;GLP;20/04/2026;117,99;;R$ / 13 kg;CONSIGAZ
N;RO;VILHENA;MEGA GAS AGUA, GELO E BEBIDAS EIRELI - ME; 28.380.217/0001-93;AV. MELVIN JONES;1691;LT. 08, QD. 57, SETOR 15;CRISTO REI;76983-407;GLP;22/04/2026;136;;R$ / 13 kg;AMAZONGÁS
NE;BA;ITABUNA;GRAPIUNA TOP GAS LIQUEFEITO DE PETROLEO SOCIEDADE UNIPESSOAL LTDA; 27.875.370/0001-29;AVENIDA IBICARAÍ;3775;LOTE 2;NOVA ITABUNA;45611-000;GLP;20/04/2026;105;;R$ / 13 kg;LIQUIGÁS
N;RO;PORTO VELHO;PORTO GAS COMERCIO E SERVICOS LTDA; 28.506.009/0001-98;AVENIDA DOS IMIGRANTES;1342;;PANAIR;76801-400;GLP;20/04/2026;120;;R$ / 13 kg;FOGAS
CO;GO;AGUAS LINDAS DE GOIAS;F B PEREIRA COMERCIO DE GAS; 28.318.146/0001-07;QUADRA QUADRA 24;SN;LOTE  01;PARQUE DAS AGUAS BONITAS I;72926-046;GLP;20/04/2026;104,99;;R$ / 13 kg;ULTRAGAZ
CO;GO;CALDAS NOVAS;V G DA NOBREGA; 18.493.323/0002-00;RUA JT 1;SN;QUADRA12                  LOTE  1                   SALA  1;JARDIM TANGARA;75689-624;GLP;20/04/2026;110;;R$ / 13 kg;BRANCA
NE;BA;VALENCA;OTACILIO GAS DISTRIBUIDORA LTDA; 28.423.290/0001-03;RUA LEANDRO DUARTE DOS SANTOS;0;;NOVO HORIZONTE;45400-000;GLP;23/04/2026;110;;R$ / 13 kg;BAHIANA
CO;DF;BRASILIA;13 DE MAIO COMERCIO DE GAS LTDA; 27.993.988/0001-93;QUADRA QSD 13 LOTE;15;;TAGUATINGA SUL (TAGUATINGA);72020-130;GLP;21/04/2026;104,99;;R$ / 13 kg;SUPERGASBRAS ENERGIA
S;PR;CIANORTE;R A ALEXANDRE COMERCIO DE GAS; 27.767.462/0001-95;AVENIDA ATLANTICA;919;;RESIDENCIAL DAS ARAUCARIAS;87203-392;GLP;23/04/2026;129,9;;R$ / 13 kg;BRANCA
NE;PI;TERESINA;LEONARDO CARVALHO SILVA ME; 28.298.574/0001-07;RUA   ORGMAR MONTEIRO;3580;;TRÊS ANDARES;64016-620;GLP;24/04/2026;110;;R$ / 13 kg;LIQUIGÁS
NE;AL;MACEIO;ANDRE LUIZ GOMES DA ROCHA; 24.002.434/0001-99;RUA PROFESSOR  JONAS CALHEIROS;106;QD M LT 11;POÇO;57025-190;GLP;23/04/2026;120;;R$ / 13 kg;BAHIANA
SE;MG;LEOPOLDINA;GAS APOLLO EIRELI; 28.577.768/0001-41;AVENIDA DOS EXPEDICIONARIOS;196;;SAO CRISTOVAO;36702-101;GLP;21/04/2026;115;;R$ / 13 kg;SUPERGASBRAS ENERGIA
NE;CE;LIMOEIRO DO NORTE;ATACADAO DAS AGUAS E GAS LTDA; 10.708.438/0001-82;RUA CEL FRANCISCO REMIGIO;1425;;JOSE SIMOES;62930-000;GLP;20/04/2026;115;;R$ / 13 kg;MINASGAS
N;AP;MACAPA;MOURA E MARTINS LTDA - ME; 26.668.094/0001-65;AV ALVARO CARVALHO BARBOSA;2217;;NOVO HORIZONTE;68909-812;GLP;21/04/2026;125;;R$ / 13 kg;NACIONAL GÁS BUTANO
S;PR;CURITIBA;SOUZA COMERCIO DE GAS LTDA; 28.907.515/0001-99;RUA VICENTE SPISLA;94;;SANTA CANDIDA;82640-620;GLP;24/04/2026;105;;R$ / 13 kg;BRANCA
CO;MS;DOURADOS;MACIESKI DISTRIBUIDORA DE GAS LTDA; 27.834.427/0001-41;AVENIDA WEIMAR GONCALVES TORRES;5930;;VILA SAO FRANCISCO;79833-021;GLP;20/04/2026;115;;R$ / 13 kg;ULTRAGAZ
N;RO;VILHENA;F DE MOURA VILANI ANDRADE - ME; 12.912.220/0001-70;AV MELVIN JONES;914;;GREEN VILLE;76980-898;GLP;22/04/2026;133;;R$ / 13 kg;AMAZONGÁS
CO;DF;BRASILIA;MARANATA COMERCIO DE GAS LTDA; 28.634.655/0001-30;AREA ADE CONJUNTO 13 LOTE;21;;SAMAMBAIA SUL (SAMAMBAIA);72314-713;GLP;21/04/2026;115;;R$ / 13 kg;SUPERGASBRAS ENERGIA
NE;BA;TEIXEIRA DE FREITAS;FALCAO E FALCAO LTDA; 28.592.802/0001-57;RUA MAUA;211;;CENTRO;45985-236;GLP;20/04/2026;98;;R$ / 13 kg;COPA ENERGIA
NE;BA;SALVADOR;STELLA MARES COMERCIO DE GAS LTDA - ME; 28.951.589/0001-22;RUA CAPITÃO MELO;17;QUADRA G - LOTES 17/18 - CONJUNTO STELLA MARIS;STELLA MARIS;41600-500;GLP;22/04/2026;115;;R$ / 13 kg;NACIONAL GÁS BUTANO
NE;RN;NATAL;EGLICIO E ANA COMERCIAL DE GAS LTDA - ME; 28.091.552/0001-71;RUA  DA CONCORDIA;1869;;QUINTAS;59035-240;GLP;22/04/2026;110;;R$ / 13 kg;LIQUIGÁS
SE;SP;MAUA;DON MAUA COMERCIO VAREJISTA DE GLP LTDA; 28.539.394/0001-70;AVENIDA PRESIDENTECASTELO BRANCO;1269;;JARDIM ZAIRA;09320-795;GLP;22/04/2026;125;;R$ / 13 kg;BRANCA
CO;GO;PORANGATU;ROSINEIDE GUERRA DO NASCIMENTO; 28.776.541/0001-25;AVENIDA MUTUNOPOLIS ESQ. COM BARBACENA;S/N;"QUADRA 6;LOTE 10 B";JARDIM BRASILIA;76550-000;GLP;22/04/2026;125;;R$ / 13 kg;ULTRAGAZ
S;RS;BENTO GONCALVES;COMERCIAL DE GAS VINHEDOS LTDA; 28.099.928/0001-94;RUA RICARDO CAINELLI;91;;MARIA GORETTI;95707-002;GLP;22/04/2026;134;;R$ / 13 kg;LIQUIGÁS
SE;SP;ARARAS;ISAC CARVALHO DA SILVA; 28.709.185/0001-27;AV LORETO;939;;JARDIM FLORENCA;13607-657;GLP;20/04/2026;109,99;;R$ / 13 kg;CONSIGAZ
S;RS;CACHOEIRA DO SUL;MÔNICA DOS SANTOS FLORES - ME; 08.201.168/0002-58;AV BRASIL;2882;;MARINA;96505-475;GLP;22/04/2026;115;;R$ / 13 kg;ULTRAGAZ
S;RS;CANOAS;UILIAN OLIVEIRA MACHADO; 27.928.268/0001-44;RUA DOUTOR OLAVO FERNANDEZ;1294;;ESTANCIA VELHA;92030-790;GLP;22/04/2026;110;;R$ / 13 kg;COPA ENERGIA
S;PR;ARAUCARIA;MARQUES DE LIMA E LIMA LTDA - ME; 28.179.403/0001-69;RUA   CAPIVARI;354;;IGUAÇU;83701-440;GLP;20/04/2026;110;;R$ / 13 kg;ULTRAGAZ
SE;RJ;ANGRA DOS REIS;N & L DISTRIBUIDORA DE GAS E AGUA DO PEREQUE LTDA - ME; 28.842.543/0001-75;R GETULIO VARGAS;895;DESM LOTE;PARQUE MAMBUCABA (MAMBUCABA);23954-095;GLP;21/04/2026;130;;R$ / 13 kg;SUPERGASBRAS ENERGIA
SE;MG;SABARA;VANESSA CRISTINA DA SILVA 01350337641; 23.175.202/0001-70;RUA TOMÉ DE SOUZA;762;;ROSÁRIO;34555-130;GLP;20/04/2026;115;;R$ / 13 kg;SUPERGASBRAS ENERGIA
NE;BA;JAGUAQUARA;CLAUDIO CERQUEIRA MASCARENHAS - ME; 21.488.794/0001-54;RUA JOSE EUFRASIO DE SOUZA;120;;MURITIBA;45345-000;GLP;21/04/2026;100;;R$ / 13 kg;SUPERGASBRAS ENERGIA
N;RO;PIMENTA BUENO;VANILDA SOARES DA SILVA - ME; 15.208.735/0001-82;AV PADRE ANGELO;52;;JARDIM DAS OLIVEIRAS;76970-000;GLP;20/04/2026;150;;R$ / 13 kg;FOGAS
N;AM;MANAUS;D F SAMPAIO COMERCIO - ME; 28.549.499/0001-00;RUA   LUIZ DE FREITAS RIBEIRO;12;QUADRA136 CJ CN ET 2 NC 5;CIDADE NOVA;69095-250;GLP;21/04/2026;121;;R$ / 13 kg;AMAZONGÁS
SE;RJ;NOVA IGUACU;G L COMERCIO DE GAS LTDA; 27.824.727/0001-40;ESTRADA LUIS LEMOS;S/N;LOTE  02 03 E 08          QUADRAG;VILA BORGERTH;26020-810;GLP;20/04/2026;89,99;;R$ / 13 kg;BRANCA
SE;SP;OSASCO;MMA SANTOS COMERCIO DE GAS LTDA ME; 29.058.622/0001-52;AVENIDA SÃOJOSÉ;386;;AYROSA;06283-120;GLP;22/04/2026;105;;R$ / 13 kg;NACIONAL GÁS BUTANO
NE;AL;RIO LARGO;W  R PINTO; 28.556.753/0001-05;LOTEAMENTO VILA RICA;6;L 6 Q V;MATA DO ROLO;57100-000;GLP;22/04/2026;110;;R$ / 13 kg;COPA ENERGIA
SE;RJ;PETROPOLIS;V.J REVENDEDOR DE GAS LTDA; 28.529.697/0001-01;RUA TERESA;S/N;P/2442/RESTO;ALTO DA SERRA;25625-017;GLP;22/04/2026;118;;R$ / 13 kg;BRANCA
SE;SP;OURINHOS;S. DE OLIVEIRA JORGE GAS -ME; 27.593.431/0001-65;RUA   ROMANO BORDINHON;175;;CONJUNTO RESIDENCIAL FLAMBOYANT;19915-012;GLP;22/04/2026;110;;R$ / 13 kg;SUPERGASBRAS ENERGIA
SE;SP;ITAPETININGA;ALMEIDA COMERCIO DE GAS ITAPETININGA LTDA; 28.113.415/0001-90;AVENIDA DARCY VIEIRA;1742;;CENTRO;18200-310;GLP;23/04/2026;137,99;;R$ / 13 kg;BRANCA
S;RS;OSORIO;NILTON DE FARIAS & CIA LTDA - ME; 26.252.729/0001-49;AV ILDEFONSO SIMOES LOPES;1202;;SUL BRASILEIRO;95520-000;GLP;23/04/2026;119,9;;R$ / 13 kg;LIQUIGÁS
SE;RJ;SAO GONCALO;ARSENAL DO GAS COMERCIO E TRANSPORTE DE GAS LTDA - ME; 24.023.463/0001-37;AVENIDA DOUTOREUGÊNIO BORGES;SN;L 11 Q 7;ARSENAL;24755-451;GLP;23/04/2026;105,99;;R$ / 13 kg;ULTRAGAZ
SE;SP;VINHEDO;EDUARDO ALVES DE ALMEIDA COMERCIO DE AGUA E GAS - ME; 07.820.243/0001-15;AV PRESIDENTE CASTELO BRANCO;1900;;CENTRO;13280-003;GLP;20/04/2026;120;;R$ / 13 kg;ULTRAGAZ
N;AC;RIO BRANCO;A. C. S. DERIVADOS DE PETROLEO LTDA; 28.721.387/0001-94;ESTRADA DIAS MARTINS;1465;;JARDIM DE ALAH;69915-526;GLP;22/04/2026;131;;R$ / 13 kg;FOGAS
N;AM;MANAUS;E. A. LIMA - COMERCIAL - ME; 07.126.364/0002-42;AVENIDA   7 DE MAIO;40;;SANTA ETELVINA;69059-140;GLP;21/04/2026;123;;R$ / 13 kg;AMAZONGÁS
SE;MG;JANUARIA;ADILSON CHAGA 07908526675; 28.490.598/0001-63;RUA OLIBRIO LIMA;204;;SAO VICENTE;39480-000;GLP;20/04/2026;140;;R$ / 13 kg;ULTRAGAZ
SE;SP;BARUERI;PAULINOS COMÉRCIO DE AGUA LTDA - ME; 28.057.829/0001-40;RUA   CAFELÂNDIA;95;;VILA ENGENHO NOVO;06416-150;GLP;20/04/2026;115;;R$ / 13 kg;SUPERGASBRAS ENERGIA
SE;MG;MONTES CLAROS;COMERCIAL PADUA LTDA; 28.254.257/0001-99;AVENIDA JOSE PEDRO ALVES;101;ANEXO B;CIDADE NOVA;39400-464;GLP;23/04/2026;106;;R$ / 13 kg;NACIONAL GÁS BUTANO
NE;PE;SERRA TALHADA;N DE LIMA MOURA COMERCIO ME; 29.060.246/0001-30;RUA   JOÃO BATISTA DO NASCIMENTO;1293;;BOM JESUS;56906-330;GLP;24/04/2026;115;;R$ / 13 kg;NACIONAL GÁS BUTANO
SE;MG;CONGONHAS;A F DE SOUZA COMERCIO DE GAS; 28.234.154/0001-67;AVENIDA MARTINHO ROSSI;380;;NOVA CIDADE;36416-236;GLP;20/04/2026;105;;R$ / 13 kg;BRANCA
S;RS;ERECHIM;ODINEI SERAFINI; 28.791.412/0001-06;RUA PERNAMBUCO;2020;;JOSE BONIFACIO;99701-764;GLP;20/04/2026;140;;R$ / 13 kg;ULTRAGAZ
N;AM;MANAUS;RUBI COMERCIO DE PETROLEO LTDA; 20.703.180/0001-85;AVENIDA CARVALHO LEAL;1562;;CACHOEIRINHA;69065-001;GLP;20/04/2026;118;;R$ / 13 kg;AMAZONGÁS
NE;RN;PARNAMIRIM;EDINALVA MARQUES FERREIRA FELIX 79127649415; 24.426.833/0001-87;R NAZARENO FELICIANO GABRIEL;816;;PASSAGEM DE AREIA;59145-390;GLP;23/04/2026;110;;R$ / 13 kg;NACIONAL GÁS BUTANO
S;PR;CORNELIO PROCOPIO;ADRIANO R. BRUNO COMERCIO DE GAS; 28.806.661/0001-28;RUA MIGUEL PEDROSO DE OLIVEIRA;30;QUADRA13                  LOTE  09;CJ. MARTA DEQUECH;86300-000;GLP;22/04/2026;130;;R$ / 13 kg;BRANCA
N;AM;MANAUS;ELANE DE OLIVEIRA GOUVEIA - EPP; 17.818.845/0001-91;RUA MARIA DAS DORES DE LIMA;50;QD. 12 - CONJ. RENATO SOUZA PINTO II;CIDADE NOVA;69095-730;GLP;21/04/2026;122;;R$ / 13 kg;FOGAS
SE;MG;CURVELO;D C DE OLIVEIRA MATOSO; 29.348.389/0001-42;RUA TUPINAMBAS;150;;VILA NOVA;35790-000;GLP;23/04/2026;100;;R$ / 13 kg;ULTRAGAZ
S;RS;SAO LEOPOLDO;ABR GAS LTDA; 23.285.402/0001-85;RUA CAMPOS SALES;193;;SCHARLAU;93125-240;GLP;20/04/2026;100;;R$ / 13 kg;BRANCA
NE;RN;PARNAMIRIM;LUIZ EVANGELISTA DA ROCHA JUNIOR; 29.068.484/0001-92;RUA RUI BARBOSA;222A;;PASSAGEM DE AREIA;59145-500;GLP;23/04/2026;105;;R$ / 13 kg;NACIONAL GÁS BUTANO
S;RS;CRUZ ALTA;LEONARDO DANNI QUINZZANI; 10.447.389/0004-14;AVENIDA GENERAL OSÓRIO;1650;PREDIO;CENTRO;98005-150;GLP;23/04/2026;99;;R$ / 13 kg;BRANCA
